document_number;alert;transaction;operation
2000004659;150;1371;0
2000004660;103;1682;0
2000004661;130;1762;1
2000004662;131;1215;3
2000004663;158;1464;4
2000004664;114;1565;5
2000004665;127;1004;1
2000004666;181;1554;3
2000004667;199;1949;2
2000004668;123;1915;5
2000004669;161;1883;1
2000004670;119;1313;0
2000004671;159;1689;0
2000004672;101;1724;0
2000004673;109;1011;5
2000004674;185;1127;0
2000004675;120;1554;0
2000004676;125;1680;0
2000004677;108;1670;5
2000004678;117;1412;1
2000004679;134;1479;3
2000004680;126;1405;1
2000004681;119;1507;0
2000004682;116;1562;0
2000004683;124;1066;2
2000004684;160;1175;2
2000004685;128;1803;5
2000004686;128;1745;4
2000004687;167;1565;2
2000004688;107;1321;4
2000004689;113;1749;2
2000004690;187;1544;5
2000004691;157;1566;2
2000004692;109;1097;1
2000004693;154;1788;3
2000004694;147;1716;1
2000004695;178;1278;3
2000004696;117;1686;2
2000004697;152;1719;0
2000004698;155;1420;1
2000004699;117;1545;5
2000004700;172;1750;3
2000004701;183;1744;5
2000004702;122;1077;2
2000004703;149;1374;0
2000004704;170;1067;1
2000004705;117;1210;2
2000004706;151;1581;1
2000004707;146;1156;0
2000004708;136;1799;1
2000004709;132;1210;5
2000004710;182;1039;4
2000004711;191;1393;3
2000004712;169;1193;5
2000004713;180;1658;0
2000004714;179;1803;1
2000004715;173;1198;3
2000004716;196;1043;5
2000004717;191;1376;4
2000004718;114;1418;2
2000004719;196;1197;2
2000004720;167;1371;0
2000004721;132;1726;4
2000004722;164;1893;1
2000004723;113;1243;1
2000004724;121;1825;5
2000004725;194;1831;2
2000004726;133;1011;5
2000004727;187;1814;5
2000004728;107;1491;4
2000004729;132;1862;4
2000004730;109;1974;1
2000004731;173;1774;0
2000004732;109;1119;2
2000004733;162;1349;4
2000004734;192;1133;2
2000004735;119;1467;5
2000004736;176;1270;3
2000004737;113;1407;2
2000004738;109;1370;0
2000004739;148;1330;4
2000004740;153;1637;2
2000004741;121;1981;2
2000004742;197;1385;4
2000004743;168;1592;5
2000004744;178;1423;5
2000004745;148;1327;2
2000004746;114;1281;1
2000004747;110;1321;4
2000004748;157;1772;1
2000004749;147;1488;1
2000004750;100;1247;3
2000004751;138;1882;5
2000004752;170;1667;3
2000004753;135;1260;4
2000004754;147;1147;3
2000004755;125;1299;2
2000004756;136;1801;1
2000004757;139;1472;4
2000004758;189;1087;1
2000004759;197;1799;0
2000004760;104;1571;5
2000004761;153;1043;3
2000004762;143;1432;4
2000004763;168;1119;0
2000004764;112;1473;3
2000004765;128;1889;1
2000004766;101;1937;3
2000004767;151;1947;4
2000004768;185;1289;3
2000004769;162;1654;4
2000004770;132;1993;2
2000004771;112;1822;2
2000004772;113;1292;4
2000004773;163;1513;5
2000004774;142;1423;3
2000004775;198;1196;2
2000004776;119;1211;4
2000004777;106;1864;4
2000004778;103;1658;0
2000004779;183;1722;0
2000004780;106;1082;5
2000004781;136;1036;4
2000004782;137;1841;2
2000004783;184;1853;4
2000004784;157;1441;0
2000004785;108;1788;4
2000004786;186;1499;1
2000004787;160;1391;1
2000004788;110;1926;5
2000004789;162;1985;2
2000004790;105;1339;2
2000004791;194;1173;1
2000004792;114;1924;2
2000004793;170;1445;1
2000004794;130;1568;1
2000004795;109;1690;1
2000004796;157;1724;1
2000004797;141;1230;5
2000004798;191;1733;4
2000004799;155;1675;0
2000004800;188;1492;4
2000004801;140;1349;2
2000004802;163;1324;3
2000004803;152;1439;4
2000004804;101;1655;0
2000004805;139;1234;3
2000004806;123;1132;1
2000004807;183;1091;0
2000004808;161;1391;4
2000004809;158;1958;1
2000004810;160;1243;4
2000004811;169;1088;0
2000004812;108;1241;2
2000004813;167;1530;1
2000004814;127;1851;5
2000004815;105;1990;0
2000004816;126;1661;2
2000004817;167;1091;0
2000004818;180;1613;0
2000004819;130;1103;4
2000004820;123;1187;1
2000004821;180;1805;1
2000004822;193;1265;1
2000004823;116;1184;4
2000004824;174;1626;5
2000004825;135;1780;2
2000004826;138;1906;4
2000004827;146;1532;5
2000004828;139;1653;1
2000004829;108;1479;5
2000004830;172;1548;0
2000004831;165;1899;3
2000004832;161;1799;5
2000004833;112;1936;3
2000004834;103;1882;5
2000004835;174;1974;3
2000004836;160;1673;5
2000004837;112;1920;4
2000004838;123;1771;4
2000004839;104;1134;5
2000004840;152;1297;5
2000004841;167;1247;2
2000004842;158;1223;4
2000004843;129;1088;2
2000004844;192;1698;2
2000004845;139;1968;3
2000004846;194;1009;5
2000004847;167;1590;5
2000004848;135;1042;1
2000004849;190;1416;5
2000004850;188;1834;1
2000004851;160;1813;2
2000004852;101;1745;1
2000004853;197;1320;4
2000004854;134;1634;4
2000004855;172;1665;4
2000004856;130;1619;1
2000004857;189;1689;2
2000004858;135;1318;0
2000004859;198;1774;4
2000004860;129;1655;2
2000004861;187;1226;3
2000004862;155;1769;1
2000004863;150;1782;2
2000004864;147;1607;2
2000004865;138;1155;4
2000004866;122;1008;2
2000004867;198;1034;1
2000004868;109;1834;1
2000004869;171;1990;1
2000004870;139;1782;0
2000004871;172;1682;2
2000004872;128;1001;1
2000004873;104;1229;2
2000004874;164;1494;3
2000004875;188;1608;1
2000004876;181;1619;3
2000004877;109;1214;1
2000004878;129;1459;4
2000004879;107;1969;3
2000004880;174;1472;2
2000004881;103;1116;1
2000004882;181;1603;2
2000004883;176;1566;3
2000004884;132;1242;2
2000004885;138;1010;0
2000004886;166;1339;1
2000004887;168;1903;5
2000004888;109;1439;0
2000004889;149;1079;4
2000004890;154;1253;2
2000004891;156;1775;0
2000004892;157;1136;1
2000004893;163;1303;0
2000004894;183;1402;5
2000004895;156;1462;4
2000004896;175;1640;0
2000004897;147;1469;4
2000004898;149;1329;2
2000004899;160;1432;3
2000004900;121;1645;1
2000004901;107;1315;3
2000004902;182;1420;3
2000004903;155;1436;1
2000004904;100;1981;3
2000004905;110;1575;2
2000004906;135;1243;1
2000004907;170;1316;4
2000004908;100;1022;4
2000004909;100;1737;4
2000004910;151;1286;3
2000004911;130;1772;3
2000004912;177;1407;4
2000004913;184;1969;1
2000004914;159;1769;0
2000004915;150;1600;5
2000004916;109;1366;2
2000004917;103;1608;1
2000004918;100;1008;3
2000004919;116;1846;5
2000004920;184;1074;5
2000004921;122;1474;2
2000004922;152;1599;0
2000004923;145;1302;2
2000004924;155;1534;4
2000004925;134;1890;1
2000004926;174;1230;2
2000004927;129;1152;1
2000004928;133;1784;0
2000004929;115;1948;0
2000004930;154;1262;0
2000004931;166;1560;2
2000004932;114;1617;2
2000004933;101;1909;2
2000004934;142;1934;0
2000004935;138;1361;2
2000004936;187;1783;3
2000004937;134;1318;5
2000004938;169;1384;1
2000004939;178;1259;4
2000004940;121;1332;2
2000004941;102;1677;3
2000004942;196;1098;0
2000004943;148;1537;4
2000004944;184;1147;0
2000004945;120;1867;3
2000004946;181;1651;1
2000004947;158;1177;0
2000004948;163;1187;0
2000004949;184;1923;4
2000004950;171;1650;5
2000004951;146;1704;3
2000004952;158;1185;5
2000004953;142;1303;3
2000004954;159;1366;0
2000004955;116;1778;3
2000004956;147;1470;4
2000004957;120;1331;5
2000004958;135;1414;3
2000004959;174;1082;4
2000004960;176;1099;5
2000004961;132;1725;3
2000004962;128;1925;1
2000004963;154;1736;3
2000004964;137;1579;2
2000004965;128;1264;2
2000004966;152;1827;3
2000004967;151;1712;3
2000004968;153;1042;3
2000004969;198;1771;4
2000004970;168;1544;4
2000004971;194;1113;4
2000004972;119;1712;0
2000004973;189;1795;1
2000004974;155;1695;0
2000004975;143;1044;5
2000004976;181;1796;4
2000004977;172;1626;2
2000004978;183;1876;2
2000004979;109;1149;3
2000004980;182;1469;2
2000004981;114;1670;0
2000004982;135;1116;4
2000004983;179;1608;0
2000004984;188;1347;5
2000004985;135;1685;3
2000004986;197;1629;2
2000004987;187;1441;4
2000004988;141;1044;4
2000004989;186;1244;1
2000004990;149;1802;0
2000004991;140;1119;0
2000004992;164;1888;1
2000004993;134;1005;2
2000004994;181;1940;3
2000004995;101;1550;5
2000004996;136;1525;3
2000004997;110;1395;1
2000004998;193;1868;4
2000004999;164;1109;4
2000005000;113;1650;1
